--------- beginning of main
08-25 17:53:07.566 31141 31141 D TemperatureHistoryAnalyzer: Point 9473: 26.11°C at 2025-08-23 13:04:21 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9474: 26.15°C at 2025-08-23 13:04:31 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9475: 26.15°C at 2025-08-23 13:04:41 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9476: 26.15°C at 2025-08-23 13:04:51 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9477: 26.11°C at 2025-08-23 13:05:01 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9478: 26.11°C at 2025-08-23 13:05:11 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9479: 26.11°C at 2025-08-23 13:05:21 [EXCURSION]
08-25 17:53:07.567 31141 31141 D TemperatureHistoryAnalyzer: Point 9480: 26.11°C at 2025-08-23 13:05:31 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9481: 26.11°C at 2025-08-23 13:05:41 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9482: 26.11°C at 2025-08-23 13:05:51 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9483: 26.07°C at 2025-08-23 13:06:01 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9484: 26.11°C at 2025-08-23 13:06:11 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9485: 26.15°C at 2025-08-23 13:06:21 [EXCURSION]
08-25 17:53:07.568 31141 31141 D TemperatureHistoryAnalyzer: Point 9486: 26.15°C at 2025-08-23 13:06:31 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9487: 26.11°C at 2025-08-23 13:06:41 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9488: 26.15°C at 2025-08-23 13:06:51 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9489: 26.15°C at 2025-08-23 13:07:01 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9490: 26.11°C at 2025-08-23 13:07:11 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9491: 26.11°C at 2025-08-23 13:07:21 [EXCURSION]
08-25 17:53:07.569 31141 31141 D TemperatureHistoryAnalyzer: Point 9492: 26.15°C at 2025-08-23 13:07:31 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9493: 26.15°C at 2025-08-23 13:07:41 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9494: 26.15°C at 2025-08-23 13:07:51 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9495: 26.11°C at 2025-08-23 13:08:01 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9496: 26.15°C at 2025-08-23 13:08:11 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9497: 26.18°C at 2025-08-23 13:08:21 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9498: 26.11°C at 2025-08-23 13:08:31 [EXCURSION]
08-25 17:53:07.570 31141 31141 D TemperatureHistoryAnalyzer: Point 9499: 26.15°C at 2025-08-23 13:08:41 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9500: 26.15°C at 2025-08-23 13:08:51 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9501: 26.15°C at 2025-08-23 13:09:01 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9502: 26.15°C at 2025-08-23 13:09:11 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9503: 26.15°C at 2025-08-23 13:09:21 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9504: 26.15°C at 2025-08-23 13:09:31 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9505: 26.15°C at 2025-08-23 13:09:41 [EXCURSION]
08-25 17:53:07.571 31141 31141 D TemperatureHistoryAnalyzer: Point 9506: 26.15°C at 2025-08-23 13:09:51 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9507: 26.15°C at 2025-08-23 13:10:01 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9508: 26.11°C at 2025-08-23 13:10:11 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9509: 26.15°C at 2025-08-23 13:10:21 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9510: 26.15°C at 2025-08-23 13:10:31 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9511: 26.15°C at 2025-08-23 13:10:41 [EXCURSION]
08-25 17:53:07.572 31141 31141 D TemperatureHistoryAnalyzer: Point 9512: 26.15°C at 2025-08-23 13:10:51 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9513: 26.15°C at 2025-08-23 13:11:01 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9514: 26.15°C at 2025-08-23 13:11:11 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9515: 26.15°C at 2025-08-23 13:11:21 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9516: 26.18°C at 2025-08-23 13:11:31 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9517: 26.15°C at 2025-08-23 13:11:41 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9518: 26.18°C at 2025-08-23 13:11:51 [EXCURSION]
08-25 17:53:07.573 31141 31141 D TemperatureHistoryAnalyzer: Point 9519: 26.15°C at 2025-08-23 13:12:01 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9520: 26.11°C at 2025-08-23 13:12:11 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9521: 26.11°C at 2025-08-23 13:12:21 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9522: 26.15°C at 2025-08-23 13:12:31 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9523: 26.11°C at 2025-08-23 13:12:41 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9524: 26.11°C at 2025-08-23 13:12:51 [EXCURSION]
08-25 17:53:07.574 31141 31141 D TemperatureHistoryAnalyzer: Point 9525: 26.15°C at 2025-08-23 13:13:01 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9526: 26.11°C at 2025-08-23 13:13:11 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9527: 26.15°C at 2025-08-23 13:13:21 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9528: 26.11°C at 2025-08-23 13:13:31 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9529: 26.07°C at 2025-08-23 13:13:41 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9530: 26.11°C at 2025-08-23 13:13:51 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9531: 26.11°C at 2025-08-23 13:14:01 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9532: 26.11°C at 2025-08-23 13:14:11 [EXCURSION]
08-25 17:53:07.575 31141 31141 D TemperatureHistoryAnalyzer: Point 9533: 26.07°C at 2025-08-23 13:14:21 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9534: 26.11°C at 2025-08-23 13:14:31 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9535: 26.07°C at 2025-08-23 13:14:41 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9536: 26.11°C at 2025-08-23 13:14:51 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9537: 26.07°C at 2025-08-23 13:15:01 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9538: 26.07°C at 2025-08-23 13:15:11 [EXCURSION]
08-25 17:53:07.576 31141 31141 D TemperatureHistoryAnalyzer: Point 9539: 26.04°C at 2025-08-23 13:15:21 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9540: 26.04°C at 2025-08-23 13:15:31 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9541: 26.04°C at 2025-08-23 13:15:41 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9542: 26.04°C at 2025-08-23 13:15:51 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9543: 26.04°C at 2025-08-23 13:16:01 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9544: 26.04°C at 2025-08-23 13:16:11 [EXCURSION]
08-25 17:53:07.577 31141 31141 D TemperatureHistoryAnalyzer: Point 9545: 26.04°C at 2025-08-23 13:16:21 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9546: 26.04°C at 2025-08-23 13:16:31 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9547: 26.04°C at 2025-08-23 13:16:41 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9548: 26.04°C at 2025-08-23 13:16:51 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9549: 26.07°C at 2025-08-23 13:17:01 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9550: 26.04°C at 2025-08-23 13:17:11 [EXCURSION]
08-25 17:53:07.578 31141 31141 D TemperatureHistoryAnalyzer: Point 9551: 26.04°C at 2025-08-23 13:17:21 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9552: 26.04°C at 2025-08-23 13:17:31 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9553: 26.04°C at 2025-08-23 13:17:41 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9554: 26.04°C at 2025-08-23 13:17:51 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9555: 26.04°C at 2025-08-23 13:18:01 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9556: 26.0°C at 2025-08-23 13:18:11 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9557: 26.04°C at 2025-08-23 13:18:21 [EXCURSION]
08-25 17:53:07.579 31141 31141 D TemperatureHistoryAnalyzer: Point 9558: 26.04°C at 2025-08-23 13:18:31 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9559: 26.04°C at 2025-08-23 13:18:41 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9560: 26.04°C at 2025-08-23 13:18:51 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9561: 26.0°C at 2025-08-23 13:19:01 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9562: 26.0°C at 2025-08-23 13:19:11 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9563: 26.04°C at 2025-08-23 13:19:21 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9564: 26.04°C at 2025-08-23 13:19:31 [EXCURSION]
08-25 17:53:07.580 31141 31141 D TemperatureHistoryAnalyzer: Point 9565: 26.04°C at 2025-08-23 13:19:41 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9566: 26.04°C at 2025-08-23 13:19:51 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9567: 26.04°C at 2025-08-23 13:20:01 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9568: 26.0°C at 2025-08-23 13:20:11 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9569: 26.0°C at 2025-08-23 13:20:21 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9570: 26.0°C at 2025-08-23 13:20:31 [EXCURSION]
08-25 17:53:07.581 31141 31141 D TemperatureHistoryAnalyzer: Point 9571: 26.0°C at 2025-08-23 13:20:41 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9572: 26.04°C at 2025-08-23 13:20:51 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9573: 26.04°C at 2025-08-23 13:21:01 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9574: 26.04°C at 2025-08-23 13:21:11 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9575: 26.04°C at 2025-08-23 13:21:21 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9576: 26.04°C at 2025-08-23 13:21:31 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9577: 26.0°C at 2025-08-23 13:21:41 [EXCURSION]
08-25 17:53:07.582 31141 31141 D TemperatureHistoryAnalyzer: Point 9578: 26.04°C at 2025-08-23 13:21:51 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9579: 26.04°C at 2025-08-23 13:22:01 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9580: 26.04°C at 2025-08-23 13:22:11 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9581: 26.04°C at 2025-08-23 13:22:21 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9582: 26.04°C at 2025-08-23 13:22:31 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9583: 26.04°C at 2025-08-23 13:22:41 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9584: 26.04°C at 2025-08-23 13:22:51 [EXCURSION]
08-25 17:53:07.583 31141 31141 D TemperatureHistoryAnalyzer: Point 9585: 26.0°C at 2025-08-23 13:23:01 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9586: 26.0°C at 2025-08-23 13:23:11 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9587: 26.04°C at 2025-08-23 13:23:21 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9588: 26.04°C at 2025-08-23 13:23:31 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9589: 26.04°C at 2025-08-23 13:23:41 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9590: 26.0°C at 2025-08-23 13:23:51 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9591: 26.04°C at 2025-08-23 13:24:01 [EXCURSION]
08-25 17:53:07.584 31141 31141 D TemperatureHistoryAnalyzer: Point 9592: 26.04°C at 2025-08-23 13:24:11 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9593: 26.04°C at 2025-08-23 13:24:21 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9594: 26.04°C at 2025-08-23 13:24:31 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9595: 26.04°C at 2025-08-23 13:24:41 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9596: 26.04°C at 2025-08-23 13:24:51 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9597: 26.04°C at 2025-08-23 13:25:01 [EXCURSION]
08-25 17:53:07.585 31141 31141 D TemperatureHistoryAnalyzer: Point 9598: 26.0°C at 2025-08-23 13:25:11 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9599: 26.04°C at 2025-08-23 13:25:21 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9600: 26.04°C at 2025-08-23 13:25:31 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9601: 26.04°C at 2025-08-23 13:25:41 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9602: 26.04°C at 2025-08-23 13:25:51 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9603: 26.04°C at 2025-08-23 13:26:01 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9604: 26.0°C at 2025-08-23 13:26:11 [EXCURSION]
08-25 17:53:07.586 31141 31141 D TemperatureHistoryAnalyzer: Point 9605: 26.04°C at 2025-08-23 13:26:21 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9606: 26.04°C at 2025-08-23 13:26:31 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9607: 26.04°C at 2025-08-23 13:26:41 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9608: 26.04°C at 2025-08-23 13:26:51 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9609: 26.0°C at 2025-08-23 13:27:01 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9610: 26.07°C at 2025-08-23 13:27:11 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9611: 26.04°C at 2025-08-23 13:27:21 [EXCURSION]
08-25 17:53:07.587 31141 31141 D TemperatureHistoryAnalyzer: Point 9612: 26.04°C at 2025-08-23 13:27:31 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9613: 26.04°C at 2025-08-23 13:27:41 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9614: 26.04°C at 2025-08-23 13:27:51 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9615: 26.04°C at 2025-08-23 13:28:01 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9616: 26.04°C at 2025-08-23 13:28:11 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9617: 26.04°C at 2025-08-23 13:28:21 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9618: 26.04°C at 2025-08-23 13:28:31 [EXCURSION]
08-25 17:53:07.588 31141 31141 D TemperatureHistoryAnalyzer: Point 9619: 26.04°C at 2025-08-23 13:28:41 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9620: 26.0°C at 2025-08-23 13:28:51 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9621: 26.04°C at 2025-08-23 13:29:01 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9622: 26.0°C at 2025-08-23 13:29:11 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9623: 26.04°C at 2025-08-23 13:29:21 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9624: 26.04°C at 2025-08-23 13:29:31 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9625: 26.04°C at 2025-08-23 13:29:41 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9626: 26.04°C at 2025-08-23 13:29:51 [EXCURSION]
08-25 17:53:07.589 31141 31141 D TemperatureHistoryAnalyzer: Point 9627: 26.04°C at 2025-08-23 13:30:01 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9628: 26.04°C at 2025-08-23 13:30:11 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9629: 26.04°C at 2025-08-23 13:30:21 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9630: 26.04°C at 2025-08-23 13:30:31 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9631: 26.07°C at 2025-08-23 13:30:41 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9632: 26.04°C at 2025-08-23 13:30:51 [EXCURSION]
08-25 17:53:07.590 31141 31141 D TemperatureHistoryAnalyzer: Point 9633: 26.04°C at 2025-08-23 13:31:01 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9634: 26.04°C at 2025-08-23 13:31:11 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9635: 26.04°C at 2025-08-23 13:31:21 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9636: 26.04°C at 2025-08-23 13:31:31 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9637: 26.0°C at 2025-08-23 13:31:41 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9638: 26.04°C at 2025-08-23 13:31:51 [EXCURSION]
08-25 17:53:07.591 31141 31141 D TemperatureHistoryAnalyzer: Point 9639: 26.04°C at 2025-08-23 13:32:01 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9640: 26.0°C at 2025-08-23 13:32:11 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9641: 26.04°C at 2025-08-23 13:32:21 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9642: 26.04°C at 2025-08-23 13:32:31 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9643: 26.0°C at 2025-08-23 13:32:41 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9644: 26.04°C at 2025-08-23 13:32:51 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9645: 26.04°C at 2025-08-23 13:33:01 [EXCURSION]
08-25 17:53:07.592 31141 31141 D TemperatureHistoryAnalyzer: Point 9646: 26.04°C at 2025-08-23 13:33:11 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9647: 26.04°C at 2025-08-23 13:33:21 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9648: 26.04°C at 2025-08-23 13:33:31 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9649: 26.04°C at 2025-08-23 13:33:41 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9650: 26.04°C at 2025-08-23 13:33:51 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9651: 26.04°C at 2025-08-23 13:34:01 [EXCURSION]
08-25 17:53:07.593 31141 31141 D TemperatureHistoryAnalyzer: Point 9652: 26.04°C at 2025-08-23 13:34:11 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9653: 26.04°C at 2025-08-23 13:34:21 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9654: 26.0°C at 2025-08-23 13:34:31 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9655: 26.04°C at 2025-08-23 13:34:41 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9656: 26.04°C at 2025-08-23 13:34:51 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9657: 26.04°C at 2025-08-23 13:35:01 [EXCURSION]
08-25 17:53:07.594 31141 31141 D TemperatureHistoryAnalyzer: Point 9658: 26.04°C at 2025-08-23 13:35:11 [EXCURSION]
08-25 17:53:07.595 31141 31141 D TemperatureHistoryAnalyzer: Point 9659: 26.04°C at 2025-08-23 13:35:21 [EXCURSION]
08-25 17:53:07.595 31141 31141 D TemperatureHistoryAnalyzer: Point 9660: 26.04°C at 2025-08-23 13:35:31 [EXCURSION]
